value,category,name
282155,Technology,Iota: Never lose sight of what's important.
63281,Video Games,Quest For Infamy - An Adventure Game By Infamous Quests
91296,Hardware,Brik Book |\xa0Lego\u2122 Compatible MacBook Case
52359,Video Games,CANDLE - A Dynamic Graphic Adventure
219973,Tabletop Games,Battle Systems\u2122 Sci-fi Modular Terrain
49864,Gadgets,"Quik'Stix: A Small, Compact, Sticky Gel Pad Unlike Any Other"
130592,Tabletop Games,Endure the Stars
39061,Video Games,TerraTech\n\u2013 physics-based vehicle construction & combat
63483,Comics,DRAWINGS
114805,Indie Rock,Making LP7 (KD w/ Rob Schnapf) & LP8 (KD+GDB w/ Jesse Lacey)
50440,Product Design,Acteon | Premium Odor Fighting & Ultra Compact Gym Towels
67045,Design,Seven Seas Playing Cards
39475,Product Design,Nomad Lightning Cable for iPhone 5 & iPad mini
354972,Tabletop Games,Codex
224546,Animation,Skip Beat! Official North American Release
112273,Documentary,Join the Midway Film Project!
117054,Wearables,Everykey - No more Keys. No more Passwords.
248108,Fashion,BOSTON BOOT CO. |  A Craft Approach to Men's Boots
83743,Product Design,Das Horn: the Definitive Drinking Horn.
66835,Comics,Magnet Comic: A Custom Magnetic & Dry-Erase Comic Strip
79744,Tabletop Games,"Prime Climb: the beautiful, colorful, mathematical game"
50554,Video Games,Diluvion
102970,Product Design,Forever Flask\u2122 \u2013 The only vacuum flask you will ever need.
95100,Comics,Fairy Quest
102864,Fabrication Tools,dTAPE Smart Laser Distance Meter
171589,Comics,Sam & Fuzzy Two-Volume Omnibus
96338,Sound,Mogees - Play the World
96874,Tabletop Games,Sol: Last Days of a Star
55600,Fashion,"KeyDisk\u2122- The World's Thinnest, Most Intelligent Key Holder"
49246,Tabletop Games,Lab Wars - The science themed card game for 2-4 competitors
31403,Tabletop Games,Hocus: A magical card game
113582,Gadgets,Amber - A Watchcase Power Bank for Apple Watch
125440,Tabletop Games,Deluxe Tunnels & Trolls
48724,Product Design,Ultimate Spatula
88874,Tabletop Games,DrunkQuest: The 90 Proof Seas
210171,Hardware,Nuimo: Seamless Smart Home Interface
90362,Playing Cards,Wasteland Playing Cards - Illustrated by Jackson Robinson
92324,Sound,Forte Life Hi-Res Earphones
91769,Tabletop Games,Innovation Deluxe
341393,Product Design,"Minaal Carry-on: travel faster, happier & more productive"
110538,Hardware,Public Lab DIY Spectrometry Kit
51833,Conceptual Art,Draw like a Boss
53015,Product Design,Meet Pinch!  The smallest Ti tool made with 11+ functions
138674,Tabletop Games,Deluxe V20 Lore of the Clans
202306,Gadgets,AirBolt: The Truly Smart Travel Lock.
50120,Tabletop Games,DIG DOWN DWARF - The Award Winning Strategic Dice Game!
52514,Gadgets,Worlds Most Affordable Wall Charger with Battery by TYLT
106935,Film &amp; Video,HITS - A Film By David Cross
249419,Wearables,CA7CH Lightbox
57692,Product Design,The Snapshotr: Dual-Chamber Shot Glass
172398,Design,Titanium Pen - Ultimate High-End Pen For Everyday Carry EDC
103569,Hardware,"Digispark Pro - tiny, Arduino ready, mobile & usb dev board!"
65217,Graphic Design,Philographics: Big ideas in simple shapes
145790,Product Design,Ti-Click PRO & Ti-Click RTS : Titanium Click Pen + Stylus
88270,Tabletop Games,Islebound
216260,Fantasy,DRAGON WARRIORS:   a feature film starring James Marsters
100724,Radio &amp; Podcasts,DecodeDC
54031,Playing Cards,Cards For Mindfulness
45432,Digital Art,Make 3D Digital Art Assets Using Blender: Full Online Course
365538,Robots,"2015 CES Best, First Domestic Robot That Tracks Intruders!"
600514,Technology,Slidenjoy - Double or triple your screens
75290,Webcomics,Cucumber Quest Book Two
116213,Tabletop Games,Call of Cthulhu: The Writhing Dark - Playing Cards and Tarot
68772,3D Printing,Doodle3D Transform: 3D design made easy
82522,Webcomics,HOTBLOOD! \u263c Omnibus Edition
111142,Product Design,Titanium Mini Q - A Key Organizer & Knife for Everyday Carry
85470,Food Trucks,The Cinnamon Snail Gets a New Snail Shell
51182,Playing Cards,JadedAid - a card game to save humanitarians
72627,Playing Cards,FUBAR: Bringing out the worst in America's best
39897,Gadgets,Pooch Selfie: The Best Way to Capture Selfies with Your Dog!
107067,Sound,TRINITY Audio Engineering - High end in-ear headphones
68414,Nonfiction,The Straight Up Food Cookbook
679310,Product Design,The SOLOSCOPE Automatic Watch by XERIC: Time to go Solo.
116383,Tabletop Games,Beast: the Primordial Prestige Edition
106329,Illustration,3000 Moments
1261222,Hardware,GeoOrbital Wheel | Make your bike electric in 60 seconds
43300,Tabletop Games,.SOULFALL.
54205,Technology,Mail Pilot: Email Reimagined
33516,Video Games,Lilly Looking Through: An animated adventure game
188786,Robots,Sparki - The Easy Robot for Everyone!
41535,Video Games,Energy Hook
40752,Tabletop Games,Downfall
320986,Gadgets,"ManCan - Put a Brewery of Beer In Your Fridge, Not a Growler"
36017,Crafts,EpicGrip - The Premium Titanium Guitar Pick
43079,Narrative Film,Detective Heart of America: The Feature Film
43651,Design,Sticky Page Markers
110333,Comic Books,Alan Moore's Cinema Purgatorio
86072,Product Design,HOBOROLL\u2122: the essential stuff sack for life's adventures
52026,Children's Books,Great Adaptations - a children's book about evolution
292848,Product Design,Radian: a motion time-lapse device for everyone.
86944,Apps,YOGA : TIME  |  The best way to practice yoga
147512,Tabletop Games,The Dark Eye RPG\u2014English Edition
39223,Comics,Raised by Raptors : Issue No.1
191796,Gadgets,Swiftpoint GT: World's 1st Mouse with Natural Touch Gestures
31136,Video Games,Girls Make Games Presents: The Hole Story!
71517,Product Design,NEW Phillips Screwdriver that turns new AND damaged screws!
123760,Product Design,My Wooden Horse
51773,Video Games,Ray's the Dead
202666,Technology,PREMIUM ONE-First All-in One Dock for Apple Watch & iPhone
138174,Product Design,A Mechanical Pencil That Will Last You A Lifetime.
200503,Product Design,LUMOback: The Smart Posture Sensor
120230,Documentary,RAISE HELL: The Life & Times of Molly Ivins
33135,Product Design,"SoundJaw Unlimited-Sound Enhancer For iPad, iPhone, Etc..."
442648,Hardware,"The Sensel Morph: INTERACTION, EVOLVED."
28661,Tabletop Games,Werewolf
73102,Tabletop Games,Glory To Rome << Black Box Edition >> Rome Demands BEAUTY!
34523,Product Design,SLIMLINE : NEXT GENERATION SMART PHONE PROTECTION
80379,Tabletop Games,March of the Ants: Minions of the Meadow
104697,Webcomics,Drive: Act One Hardcover
67112,Tabletop Games,Worldspinner: Fantasy RPG Worldbuilder & Map Maker
43054,Video Games,Moon Intern
154753,Tabletop Games,The Best Damn Metal Gaming Coins Ever!
39964,Video Games,Volgarr the Viking
161183,Tabletop Games,Shadows Over Normandie
25255,Robots,The Crafty Robot (the \xa35 Robot)
51501,Video Games,DEAD SYNCHRONICITY: TOMORROW COMES TODAY
139893,Documentary,Ear Buds: The Podcasting Documentary
72225,Gadgets,Hydrate with HYDRA SmartBottle - Charger & Bluetooth Speaker
156502,Spaces,Forage Kitchen
24293,Web,OpenFarm: You Can Grow Anything
500846,Sound,Apollo 7 - World's Most Compact True Wireless Earphones
117013,Tabletop Games,GripMat - Get a Grip on your Game!
135560,Tabletop Games,Kingdom Builder - Marshlands
59296,Tabletop Games,A Duel Betwixt Us
39495,Product Design,LetterMpress:  A Virtual Letterpress on Your iPad
204287,Product Design,tado\xb0 Cooling - Intelligent AC control
88072,Product Design,The Public Radio - The Single Station FM Radio
216889,Product Design,Rumpl - The World's Best Blanket
109563,Video Games,"Ever, Jane: The Virtual World of Jane Austen"
104001,Tabletop Games,Saloon Tycoon - The tile game that builds out & UP!
31863,Comics,Broken Telephone
296260,Design,The World's First Weight-Reducing Backpack
68415,Video Games,Epic Tavern - Rule the Land from your Tavern!
71193,Gadgets,Diskus | The First Portable MFI Apple Watch Charger
118989,Product Design,"EZSTAX: Organize Closets, Dressers, Laundry, and Offices."
149906,DIY Electronics,Flutter: High performance electronics for the connected age.
41353,Tabletop Games,Ninja Camp
96920,Fashion,Gekks Sockless Liners
160504,Hardware,External USB Battery Pack- Limefuel IP66 Rugged 15000mAh
71335,Documentary,Indie Game: The Movie - The Final Push
41838,Product Design,Keyround - a better key ring
36363,Video Games,Noct
70100,Tabletop Games,Dia de Los Muertos Bicycle Playing Cards
69581,Comics,Second Quest
100092,Product Design,P1 by Premier Pen
62983,Tabletop Games,Belle of the Ball: A Fancy Schmancy Card Game
325208,Wearables,FreeWavz:  Smart Earphones with Built-in Fitness Monitoring
1609835,Technology,MOVE\u2013motorize blinds and shades
85765,Hardware,It prevents you from leaving your phone and wallet behind.
62790,Comedy,The Switch - Work. Love. Mortal danger.
75591,Product Design,SketchyNotebook
91759,Product Design,The TapIt Cap: The beer growler's best friend
38928,Nonfiction,Don't Go Back to School: A handbook for learning anything
75350,Anthologies,IN THE DARK - A Horror Anthology
179380,Restaurants,Radical Hospitality and the Rooster Soup Company
176450,Tabletop Games,"Dungeon Fantasy Roleplaying Game, Powered by GURPS"
30583,Video Games,Catacomb Kids - A Very Roguelike Platformer
69466,Tabletop Games,Dreamwell
38037,Comic Books,ROCKET GIRL comic book
152710,Product Design,"Zip n Store\u2026 Food Storage, Simple and Easy!"
270290,Tabletop Games,Too Many Bones
75342,Electronic Music,"Kidneythieves' new Full-Length, ""THE MEND"""
55470,Documentary,FROM BEDROOMS TO BILLIONS: THE PLAYSTATION REVOLUTION
51125,Anthologies,Shitty Horoscopes: An Illustrated Zodiac Anthology
74571,Wearables,Virtuali-Tee: The Ultimate Way to Learn About the Body!
39651,Games,Roll20 -- Virtual tabletop gaming that tells a story
43458,Film &amp; Video,CRAIG THE GENIE - Pilot Episode
109348,Ready-to-wear,"""Period of Comfort"""
361293,Robots,MOSS - Robot Construction System
53419,Food,Let's Grow Homesweet Homegrown Hot Sauces!
74290,Webcomics,"\u2714 Check, Please!: Year One"
257307,Food,Brand New Windowfarms- Vertical Food Gardens
62809,Theater,Judas Redux
113153,Interactive Design,The Smog Free Project
158098,Product Design,Backwards backpack: the revolutionary RiutBag
31605,Product Design,S Filter - A Reusable Coffee Filter for AeroPress
86824,Art,Sketch Workshop
151406,Webseries,SEASON 2 of Hunting Season: the Hit Gay Comedy Series
182275,Tabletop Games,Vengeance
110664,Video Games,Anima - Gate of Memories
115260,Product Design,TUO: The Ultimate Travel Undergarment Organizer
44806,Tabletop Games,Card Rogue: A Tabletop Roguelike
31919,Video Games,Band Saga
70874,DIY Electronics,"Teensy 3.0 - 32 bit ARM Cortex-M4, usable in Arduino and C"
97817,Robots,"Stompy: The Giant, Rideable Walking Robot"
417835,Footwear,Kickstarter's Most SUCCESSFUL Footwear Campaign
66741,Comics,She Changed Comics
70212,Technology,RightPSI: Tire Pressure At A Glance
556286,Product Design,Maintenance-Free Bicycles that Make Cycling Easy
74792,Comic Books,MOONSHOT: The Indigenous Comics Collection
77247,Video Games,Expeditions: Conquistador
90324,Product Design,Slim 2: The Perfect Minimal Wallet
151178,Tabletop Games,Darklight: Memento Mori - Miniatures Dungeon Crawler
45288,Product Design,Haloband: Control your smartphone with simple wrist move!
81204,Playing Cards,Leonardo | Art Playing Cards
354997,Games,Kings of War
72721,Product Design,Less Mess Happy Mat
68959,Music,\xc1rst\xed\xf0ir \u2013 Music from the heart of Iceland. Our third album.
336271,DIY Electronics,tinyTesla: the Little Singing Tesla Coil Anyone Can Build
82937,Video Games,The Gallery
54445,Tabletop Games,The Resistance: Avalon
170793,Product Design,ZEROHOUR APEX: Titanium Tactical Pen with Tungsten Tip (EDC)
42200,Product Design,"Commit30 Planner, Notebook & Journal - Commit to your GOALS!"
23412,Video Games,The Way
100772,Art,Urban Air - Los Angeles
159485,Webseries,WHERE THE BEARS ARE: SEASON 4 The Gay Comedy Mystery Series
43886,Tabletop Games,Godbound: A Game of Divine Heroes
23896,Graphic Novels,Poorcraft: Wish You Were Here. Let's See the World!
605898,Product Design,Watches to Travel through Time
92612,Food,The Gluten-Free Girl Flour Blends
37772,Periodicals,Hail To The Victors 2014
35213,Video Games,Voxel Quest
42831,Tabletop Games,Mistborn Allomancy Dice
784320,Technology,SOUNDBOKS: THE LOUDEST BATTERY-POWERED SPEAKER
